"Phi_101"
55.478701207277
55.4828742258683
55.475068520644
55.4902971945377
55.4898204761029
55.4859741606237
55.4724538621473
55.4781773819926
55.4774749673858
55.4817253008802
55.4844404420786
55.4807552421143
55.4804241253681
55.4880220282474
55.4889682540281
55.4806040908524
55.4790478863175
55.4785786407005
55.4905384166272
55.4791969160941
55.4856054016856
55.4869403914316
55.4767023043093
55.4895813657195
55.4808283984149
55.4847818999964
55.4890845568462
55.4838664634592
55.4812095028264
55.4757438829353
55.4830122963803
55.4813020639597
55.4819643348839
55.4901032250708
55.484710054171
55.471185603335
55.4794881246868
55.4824614153311
55.4763315641454
55.481680901232
55.4746422954088
55.4848397393043
55.4802644608877
55.4824940171263
55.4866045357732
55.4833314345711
55.4881611827466
55.4893844346094
55.4796239725995
55.4808218317401
55.4770050048222
55.4864735212032
55.47791967281
55.4860260912221
55.4773199554369
55.4802075816949
55.4838734452937
55.4903370386211
55.4785075129212
55.4718480263472
55.4810212097822
55.4822613534952
55.4839166380178
55.4766723068788
55.4837699372774
55.4803926806613
55.4888647416084
55.4834016524339
55.4841111184463
55.4773744436179
55.4759600455988
55.4811844033081
55.4874258873508
55.4762284330436
55.4821054069248
55.4942221072552
55.4770039097578
55.487639674196
55.4750686748398
55.4807675745938
55.48269024658
55.4890815431785
55.4798900523558
55.4789375146556
55.4782653517913
55.4762668693079
55.4875019424739
55.4832740668923
55.4815806990591
55.4768832453416
55.4912290018221
55.4757087160998
55.4721549636641
55.4970238056214
55.4765889642026
55.5025793533541
55.4860648624139
55.4893622725457
55.4821257810774
55.4832813493942
